student_id,student_name,age,gender,course,grade,attendance,score,date_enrolled
77,Student_77,12,other,HISTORY,A+,,,2024-03-06
78,Student_78,,Other,Science,N/A,Present,,2024-11-21
79,Student_79,N/A,other,Science,B,P,-9,2024-05-17
80,Student_80,13,female,math,N/A,A,-3,2024-07-14
81,Student_81,12,other,HISTORY,B-,,N/A,2024-12-01
82,Student_82,N/A,other,english,A+,,-5,2024-06-08
83,Student_83,17,Female,science,A+,Present,90.01,2024-02-14
84,Student_84,N/A,Female,History,F,absent,,2024-01-27
85,Student_85,N/A,male,Mathematics,,P,N/A,14/12/2024
86,Student_86,,FEMALE,english,D,A,,27/07/2024
87,Student_87,,other,english,N/A,N/A,,03/11/2024
88,Student_88,N/A,FEMALE,english,F,,-10,2024-12-23
89,Student_89,N/A,Female,english,A+,absent,,2024-04-06
90,Student_90,15,other,Mathematics,,absent,89.3,invalid
91,Student_91,,Other,Mathematics,B,N/A,N/A,03/01/2024
92,Student_92,14,Other,MATH,B,N/A,N/A,2024-05-05
93,Student_93,N/A,Female,Mathematics,,A,,2024-11-26
94,Student_94,10,Male,Mathematics,F,Present,N/A,20/05/2024
95,Student_95,14,Male,English,A+,N/A,64.59,2024-07-12
96,Student_96,,other,ENGLISH,A+,absent,,2024-11-06
97,Student_97,16,Male,History,A+,Present,,2024-10-06
98,Student_98,,male,Mathematics,B,absent,-8,05/11/2024
99,Student_99,12,FEMALE,History,D,,21.49,2024-12-08
100,Student_100,15,FEMALE,english,C,A,N/A,2024-11-04
101,Student_101,N/A,Other,Science,C,absent,81.81,2024-06-14
102,Student_102,20,female,english,A,present,N/A,2024-08-15
103,Student_103,12,Male,english,,,7.75,26/09/2024
104,Student_104,N/A,female,Mathematics,C,Present,88.43,19/07/2024
105,Student_105,N/A,other,MATH,D,,,2024-03-25
106,Student_106,,FEMALE,Mathematics,F,,-6,2024-02-24
107,Student_107,18,other,Mathematics,B-,Present,,16/11/2024
108,Student_108,,other,science,A+,absent,75.87,20/10/2024
109,Student_109,16,FEMALE,ENGLISH,D,Absent,N/A,2024-04-05
110,Student_110,,other,SCIENCE,D,,-2,23/03/2024
111,Student_111,,male,english,B-,Present,9.5,2024-03-07
112,Student_112,N/A,Other,HISTORY,F,Absent,-10,invalid
113,Student_113,,Male,english,F,Absent,,25/11/2024
114,Student_114,19,male,Science,N/A,A,N/A,2024-07-08
115,Student_115,,female,SCIENCE,N/A,P,,2024-12-28
116,Student_116,,male,HISTORY,D,,N/A,2024-03-21
117,Student_117,18,Male,English,D,,98.8,2024-06-08
118,Student_118,N/A,Male,Mathematics,A+,A,34.73,2024-07-27
119,Student_119,18,Female,HISTORY,D,absent,70.11,2024-05-02
120,Student_120,15,Male,HISTORY,D,N/A,,2024-06-24
121,Student_121,,Female,SCIENCE,A+,Present,11.05,2024-10-02
122,Student_122,,other,SCIENCE,F,P,-10,invalid
123,Student_123,N/A,female,science,A,Absent,N/A,2024-04-27
124,Student_124,N/A,female,english,A+,Absent,,2024-07-26
125,Student_125,10,male,Science,B,Present,42.35,2024-10-18
126,Student_126,,other,English,B-,Present,-3,2024-11-24
127,Student_127,N/A,male,English,A+,N/A,N/A,2024-07-20
128,Student_128,N/A,Female,SCIENCE,A+,N/A,-7,2024-12-01
129,Student_129,N/A,male,English,D,Present,N/A,26/02/2024
130,Student_130,,male,SCIENCE,A+,Absent,69.43,2024-08-10
131,Student_131,19,other,Mathematics,A+,absent,,2024-11-18
132,Student_132,,male,MATH,N/A,absent,,2024-03-23
133,Student_133,,male,MATH,A+,A,-8,2024-01-21
134,Student_134,N/A,female,english,A+,N/A,18.6,2024-09-24
135,Student_135,10,Male,SCIENCE,B,P,-9,2024-07-23
136,Student_136,N/A,Male,math,B-,N/A,N/A,2024-04-08
137,Student_137,,male,math,F,Present,-5,2024-10-18
138,Student_138,N/A,Male,math,F,P,,2024-03-27
139,Student_139,N/A,other,MATH,C,,30.68,26/02/2024
140,Student_140,N/A,male,MATH,B,A,N/A,2024-01-08
141,Student_141,20,Other,ENGLISH,D,A,64.61,25/08/2024
142,Student_142,N/A,Male,Mathematics,B,,N/A,2024-04-04
143,Student_143,N/A,male,SCIENCE,N/A,Absent,-2,2024-01-17
144,Student_144,15,other,HISTORY,B-,A,N/A,2024-11-22
145,Student_145,,Male,science,A+,,84.83,2024-06-03
146,Student_146,,female,science,C,P,N/A,2024-02-06
147,Student_147,20,Female,English,B,N/A,43.23,2024-02-13
148,Student_148,14,male,SCIENCE,A,present,1.55,10/03/2024
149,Student_149,17,Other,science,F,Present,,2024-02-22
150,Student_150,N/A,other,english,A+,,-5,07/05/2024
151,Student_151,14,Other,SCIENCE,,N/A,,28/07/2024
152,Student_152,,Female,SCIENCE,B-,Absent,-3,2024-09-04
153,Student_153,N/A,male,MATH,D,Present,,2024-09-18
154,Student_154,17,FEMALE,HISTORY,C,absent,N/A,2024-11-16
155,Student_155,N/A,female,Mathematics,,P,,2024-11-16
156,Student_156,17,female,History,,Present,-9,2024-07-26
157,Student_157,N/A,Other,Mathematics,B,Absent,10.96,invalid
158,Student_158,11,Other,History,D,N/A,-8,2024-10-08
159,Student_159,12,Female,MATH,B,Absent,,2024-02-21
160,Student_160,10,FEMALE,History,C,P,N/A,16/12/2024
161,Student_161,N/A,Other,Mathematics,N/A,absent,,2024-07-05
162,Student_162,N/A,other,English,B,absent,-1,2024-05-10
163,Student_163,,FEMALE,SCIENCE,C,present,-1,2024-05-22
164,Student_164,N/A,Male,English,B,N/A,,2024-04-26
165,Student_165,N/A,FEMALE,MATH,A+,N/A,-2,05/03/2024
166,Student_166,N/A,male,ENGLISH,D,absent,-10,2024-10-25
167,Student_167,,Male,science,N/A,A,,2024-01-02
168,Student_168,12,Female,History,A,,,invalid
169,Student_169,N/A,male,ENGLISH,B,present,N/A,invalid
170,Student_170,N/A,female,Science,D,present,-3,2024-02-24
171,Student_171,,Other,SCIENCE,D,A,3.0,2024-03-21
172,Student_172,18,female,History,F,A,N/A,2024-09-07
173,Student_173,14,Male,History,C,P,-8,2024-07-14
174,Student_174,18,FEMALE,science,A,N/A,N/A,2024-12-26
175,Student_175,18,other,History,A,Absent,16.79,2024-03-02
176,Student_176,19,other,ENGLISH,C,Present,,2024-07-04
177,Student_177,19,female,HISTORY,B,present,-4,2024-09-09
178,Student_178,16,Other,ENGLISH,B,,,2024-09-09
179,Student_179,N/A,other,SCIENCE,F,Present,,24/11/2024
180,Student_180,N/A,Male,HISTORY,,present,N/A,2024-11-15
181,Student_181,,Male,History,B,absent,N/A,2024-07-05
182,Student_182,,male,English,B,A,,2024-04-14
183,Student_183,N/A,FEMALE,science,B,Absent,-6,2024-02-04
184,Student_184,10,Female,SCIENCE,F,,75.21,25/03/2024
185,Student_185,18,female,Science,A,P,21.36,2024-11-28
186,Student_186,N/A,Female,ENGLISH,N/A,N/A,22.62,2024-01-28
187,Student_187,N/A,Other,english,C,present,,2024-05-05
188,Student_188,15,male,ENGLISH,,,-10,2024-11-08
189,Student_189,N/A,Female,HISTORY,B-,A,N/A,2024-12-10
190,Student_190,,Male,ENGLISH,B,present,29.73,2024-09-13
191,Student_191,14,Other,ENGLISH,B-,P,,26/03/2024
192,Student_192,,Female,Mathematics,A,P,68.42,2024-08-28
193,Student_193,12,male,ENGLISH,F,,-6,2024-06-27
194,Student_194,N/A,FEMALE,science,F,present,,2024-03-05
195,Student_195,N/A,other,Science,C,N/A,,2024-10-18
196,Student_196,N/A,other,science,A,present,N/A,18/10/2024
197,Student_197,11,other,English,N/A,absent,,05/05/2024
198,Student_198,N/A,FEMALE,MATH,B,A,N/A,2024-02-07
199,Student_199,N/A,female,MATH,B-,,N/A,2024-10-02
200,Student_200,,other,SCIENCE,C,Absent,,08/10/2024
201,Student_201,,FEMALE,Mathematics,B,Absent,31.88,invalid
202,Student_202,,male,english,A,A,,2024-10-07
203,Student_203,15,other,Mathematics,B-,,-9,2024-12-28
204,Student_204,20,Male,MATH,C,N/A,-4,2024-04-12
205,Student_205,,male,Mathematics,A+,N/A,,2024-01-24
206,Student_206,,male,ENGLISH,F,P,N/A,23/02/2024
207,Student_207,10,Male,HISTORY,A,Present,-7,2024-08-05
208,Student_208,14,other,English,B-,P,30.31,2024-08-05
209,Student_209,N/A,other,History,,absent,,2024-04-12
210,Student_210,17,Male,HISTORY,N/A,,,2024-09-12
211,Student_211,N/A,FEMALE,HISTORY,A,N/A,,2024-05-20
212,Student_212,,FEMALE,SCIENCE,,Present,23.21,2024-09-15
213,Student_213,N/A,female,English,D,A,,2024-09-16
214,Student_214,10,Male,ENGLISH,C,present,5.12,2024-11-08
215,Student_215,,female,SCIENCE,F,N/A,N/A,2024-05-03
216,Student_216,20,Male,English,N/A,N/A,84.51,2024-11-15
217,Student_217,,Female,History,,Present,,2024-09-02
218,Student_218,N/A,Female,HISTORY,,,,2024-12-21
219,Student_219,,other,science,A+,P,77.8,2024-08-27
220,Student_220,N/A,Other,ENGLISH,A,present,-3,13/04/2024
221,Student_221,,Female,Mathematics,D,Present,35.39,2024-08-23
222,Student_222,N/A,Other,english,B-,Present,N/A,18/03/2024
223,Student_223,10,Male,math,D,Absent,-10,2024-09-23
224,Student_224,11,FEMALE,English,A,present,-6,2024-04-04
225,Student_225,N/A,male,math,F,P,79.24,2024-01-09
226,Student_226,N/A,male,Mathematics,B,N/A,,12/07/2024
227,Student_227,N/A,other,math,F,N/A,-9,2024-08-02
228,Student_228,,female,science,A,P,47.07,2024-11-25
229,Student_229,12,other,english,A,A,95.48,02/10/2024
230,Student_230,N/A,other,Science,A+,Absent,8.83,2024-09-10
231,Student_231,18,FEMALE,science,,A,N/A,2024-07-26
232,Student_232,,Other,MATH,B,N/A,17.28,2024-05-15
233,Student_233,,FEMALE,science,A+,absent,,2024-12-18
234,Student_234,,other,HISTORY,A,A,-9,10/12/2024
235,Student_235,19,Female,Mathematics,A+,,-8,08/06/2024
236,Student_236,N/A,Other,Science,D,Absent,,09/12/2024
237,Student_237,,Male,History,D,N/A,40.93,12/11/2024
238,Student_238,N/A,Other,Mathematics,D,N/A,N/A,13/01/2024
239,Student_239,,female,History,B,P,N/A,2024-05-19
240,Student_240,N/A,Male,math,B-,,N/A,2024-03-22
241,Student_241,N/A,FEMALE,english,F,present,-3,23/02/2024
242,Student_242,N/A,other,MATH,B-,present,95.89,2024-10-25
243,Student_243,19,Male,Science,D,absent,-10,07/03/2024
244,Student_244,N/A,other,Mathematics,N/A,present,-5,28/01/2024
245,Student_245,20,FEMALE,Mathematics,,N/A,84.22,2024-01-06
246,Student_246,N/A,female,HISTORY,C,P,16.72,2024-11-03
247,Student_247,20,female,science,A+,A,,2024-11-01
248,Student_248,,Female,MATH,F,absent,N/A,2024-08-14
249,Student_249,N/A,male,HISTORY,,Present,-8,14/08/2024
250,Student_250,,other,english,C,present,59.07,2024-11-10
251,Student_251,,male,Science,A+,Absent,N/A,2024-08-01
252,Student_252,N/A,Male,math,F,P,,26/04/2024
253,Student_253,10,male,SCIENCE,C,P,N/A,invalid
254,Student_254,17,FEMALE,English,A,Present,,17/02/2024
255,Student_255,20,Female,ENGLISH,B-,absent,92.13,2024-05-25
256,Student_256,N/A,Male,Mathematics,N/A,A,-9,2024-02-19
257,Student_257,,Other,HISTORY,,Present,-1,2024-06-26
258,Student_258,17,male,HISTORY,B,P,-9,2024-09-11
259,Student_259,12,other,Mathematics,D,,20.73,2024-03-28
260,Student_260,,Male,SCIENCE,A+,Present,N/A,2024-09-02
261,Student_261,,other,English,B-,N/A,74.18,invalid
262,Student_262,N/A,Other,science,A,present,-7,invalid
263,Student_263,16,Other,MATH,A+,N/A,N/A,2024-08-14
264,Student_264,,other,science,F,present,88.71,2024-11-22
265,Student_265,18,Female,SCIENCE,B,A,,2024-09-13
266,Student_266,N/A,other,MATH,F,A,32.08,2024-07-17
267,Student_267,,Other,Mathematics,C,P,N/A,09/10/2024
268,Student_268,11,other,Science,,A,24.15,2024-08-06
269,Student_269,12,Male,science,A+,,-7,25/03/2024
270,Student_270,17,Female,english,A,N/A,-5,2024-09-06
271,Student_271,,other,History,B-,A,,2024-05-02
272,Student_272,18,Male,english,N/A,A,23.06,2024-05-08
273,Student_273,N/A,male,SCIENCE,A,Absent,,2024-07-05
274,Student_274,,female,Mathematics,B-,P,,16/11/2024
275,Student_275,N/A,Male,SCIENCE,B,Present,5.1,2024-04-21
276,Student_276,,Other,english,C,Present,N/A,2024-10-25
277,Student_277,18,female,HISTORY,D,Present,-7,2024-04-25
278,Student_278,N/A,Female,History,B,present,-6,2024-08-21
279,Student_279,N/A,male,Science,C,A,62.16,2024-11-26
280,Student_280,12,FEMALE,Mathematics,C,A,-4,20/06/2024
281,Student_281,,Male,History,A+,N/A,-10,2024-07-02
282,Student_282,18,Male,MATH,,A,-4,2024-05-11
283,Student_283,N/A,FEMALE,ENGLISH,F,N/A,,2024-04-07
284,Student_284,19,Other,MATH,F,N/A,-5,invalid
285,Student_285,N/A,Female,Science,A+,N/A,-7,2024-08-06
286,Student_286,11,Male,Science,C,,82.84,2024-04-23
287,Student_287,,female,ENGLISH,,Present,13.64,21/06/2024
288,Student_288,,Other,English,N/A,P,N/A,2024-11-18
289,Student_289,,FEMALE,HISTORY,N/A,Present,N/A,invalid
290,Student_290,,male,Mathematics,D,A,19.9,2024-07-05
291,Student_291,N/A,Other,math,A,N/A,-4,04/05/2024
292,Student_292,11,other,SCIENCE,A,,-3,2024-02-15
293,Student_293,17,FEMALE,math,C,Absent,N/A,2024-10-19
294,Student_294,,Other,english,F,A,-3,07/01/2024
295,Student_295,14,FEMALE,Mathematics,C,Present,37.44,2024-12-25
296,Student_296,10,other,SCIENCE,C,Present,19.22,2024-10-04
297,Student_297,10,Other,English,B-,,71.26,2024-05-16
298,Student_298,14,Other,MATH,A+,A,-6,invalid
299,Student_299,,Other,SCIENCE,D,,-2,2024-03-21
300,Student_300,N/A,Other,Science,B,N/A,91.35,2024-10-08
301,Student_301,,FEMALE,math,A,Absent,-3,2024-10-19
302,Student_302,,Other,SCIENCE,B-,Absent,81.35,2024-12-19
303,Student_303,,male,Mathematics,N/A,N/A,56.9,invalid
304,Student_304,,Other,Science,B,N/A,15.36,11/11/2024
305,Student_305,N/A,Female,Mathematics,C,absent,,16/08/2024
306,Student_306,,other,Mathematics,D,Absent,-9,2024-04-03
307,Student_307,,FEMALE,english,,present,-6,2024-05-01
308,Student_308,,FEMALE,science,B,absent,44.52,2024-04-08
309,Student_309,N/A,FEMALE,MATH,A+,Absent,,2024-08-10
310,Student_310,,Female,math,,Absent,25.25,02/03/2024
311,Student_311,N/A,Female,History,D,A,90.79,2024-04-06
312,Student_312,,other,History,A+,A,-9,05/06/2024
313,Student_313,,other,science,,P,-6,2024-09-13
314,Student_314,,Male,SCIENCE,B,present,21.01,2024-03-08
315,Student_315,N/A,male,Science,C,A,,2024-03-04
316,Student_316,18,Male,Mathematics,,Absent,N/A,invalid
317,Student_317,16,Other,History,F,P,N/A,2024-03-09
318,Student_318,13,Other,History,,Present,N/A,2024-02-28
319,Student_319,N/A,Female,SCIENCE,N/A,A,-1,2024-12-19
320,Student_320,18,Female,science,A,Absent,94.4,18/07/2024
321,Student_321,N/A,Male,science,A+,Present,N/A,15/07/2024
322,Student_322,N/A,Male,SCIENCE,B,A,,2024-05-24
323,Student_323,19,Male,MATH,B-,A,,2024-08-25
324,Student_324,N/A,FEMALE,math,D,N/A,,2024-01-20
325,Student_325,,female,ENGLISH,F,,,2024-07-05
326,Student_326,20,female,SCIENCE,F,P,,invalid
327,Student_327,N/A,Male,HISTORY,,Present,,2024-03-26
328,Student_328,N/A,Other,MATH,F,Absent,N/A,2024-04-05
329,Student_329,N/A,Female,HISTORY,A+,A,-6,2024-03-23
330,Student_330,20,Female,math,,absent,65.2,2024-12-22
331,Student_331,,Male,english,D,Present,14.37,2024-09-17
332,Student_332,N/A,Male,MATH,A+,P,,15/09/2024
333,Student_333,N/A,male,History,F,Absent,-5,24/08/2024
334,Student_334,N/A,male,History,A+,Absent,,2024-09-25
335,Student_335,12,FEMALE,Mathematics,A,absent,,01/04/2024
336,Student_336,15,Male,History,F,A,,2024-01-02
337,Student_337,,Female,History,N/A,P,N/A,2024-09-01
338,Student_338,N/A,Male,math,,absent,N/A,24/07/2024
339,Student_339,N/A,FEMALE,Mathematics,,,3.17,2024-07-28
340,Student_340,17,Other,History,B-,absent,8.97,2024-02-02
341,Student_341,N/A,Female,MATH,C,N/A,46.53,2024-05-13
342,Student_342,,Female,English,,Absent,N/A,2024-03-22
343,Student_343,N/A,Male,SCIENCE,,A,N/A,2024-04-07
344,Student_344,,female,science,F,Present,-6,2024-07-12
345,Student_345,18,Male,History,,A,,2024-07-17
346,Student_346,15,other,Science,B-,A,N/A,2024-08-14
347,Student_347,,Other,english,N/A,absent,,2024-08-04
348,Student_348,,other,MATH,D,P,-10,2024-09-24
349,Student_349,N/A,FEMALE,Science,D,present,,invalid
350,Student_350,19,other,English,D,P,-1,04/06/2024
351,Student_351,19,male,science,B-,Present,43.53,16/02/2024
352,Student_352,N/A,male,HISTORY,A,A,N/A,2024-12-18
353,Student_353,N/A,other,ENGLISH,D,A,-1,2024-01-14
354,Student_354,11,male,HISTORY,,P,N/A,2024-10-06
355,Student_355,11,male,math,,Present,N/A,2024-10-28
356,Student_356,11,Male,english,A,Absent,N/A,2024-11-07
357,Student_357,,other,Science,F,present,-3,12/08/2024
358,Student_358,,other,MATH,B,absent,-2,2024-01-06
359,Student_359,N/A,Female,English,C,,,invalid
360,Student_360,N/A,Other,science,B,Absent,-4,2024-11-07
361,Student_361,N/A,Other,english,A+,Present,N/A,2024-09-20
362,Student_362,,Other,science,A,Present,36.71,2024-05-28
363,Student_363,20,Other,Science,,,90.16,2024-03-10
364,Student_364,18,male,HISTORY,B,P,58.87,2024-11-27
365,Student_365,12,Female,HISTORY,A+,A,-6,2024-11-11
366,Student_366,,male,SCIENCE,A,Present,N/A,21/09/2024
367,Student_367,,Female,MATH,D,A,,21/09/2024
368,Student_368,12,male,math,B-,Absent,94.82,2024-06-15
369,Student_369,N/A,Other,ENGLISH,A,Absent,57.74,12/02/2024
370,Student_370,10,female,SCIENCE,C,absent,,18/01/2024
371,Student_371,N/A,FEMALE,HISTORY,,present,,2024-05-15
372,Student_372,11,male,math,B,Absent,-5,2024-10-17
373,Student_373,,Male,History,B-,N/A,76.96,2024-08-26
374,Student_374,,Male,MATH,N/A,N/A,2.69,02/06/2024
375,Student_375,,Other,MATH,A,present,N/A,13/06/2024
376,Student_376,10,female,MATH,D,Present,N/A,2024-04-18
377,Student_377,,other,History,F,absent,52.54,2024-10-07
378,Student_378,,other,English,N/A,present,,2024-08-28
379,Student_379,N/A,Other,ENGLISH,C,Present,N/A,12/07/2024
380,Student_380,N/A,other,ENGLISH,C,P,,2024-11-28
381,Student_381,,other,English,N/A,A,N/A,2024-08-15
382,Student_382,,other,science,,P,59.86,2024-05-23
383,Student_383,,male,HISTORY,D,P,-9,12/01/2024
384,Student_384,N/A,other,English,B,,-6,2024-10-04
385,Student_385,13,female,SCIENCE,B-,,34.11,19/06/2024
386,Student_386,N/A,male,Science,B-,Present,N/A,2024-09-22
387,Student_387,17,other,English,N/A,A,5.32,2024-07-04
388,Student_388,,FEMALE,HISTORY,,Absent,32.84,2024-12-21
389,Student_389,10,other,MATH,B-,Absent,-5,2024-03-02
390,Student_390,,Other,english,B-,present,N/A,2024-01-20
391,Student_391,N/A,FEMALE,History,B,present,-7,09/11/2024
392,Student_392,12,FEMALE,Science,A,present,-3,20/03/2024
393,Student_393,,Other,MATH,A+,present,,2024-03-27
394,Student_394,13,male,History,D,Present,14.34,2024-06-03
395,Student_395,,Female,science,D,,,09/08/2024
396,Student_396,,female,english,A+,N/A,,2024-03-23
397,Student_397,N/A,male,math,B,N/A,N/A,2024-06-09
398,Student_398,,other,english,A,Present,21.73,2024-12-10
399,Student_399,,male,ENGLISH,D,P,32.5,2024-06-19
400,Student_400,15,Female,english,A+,A,31.88,2024-09-10
401,Student_401,N/A,female,math,D,absent,,03/07/2024
402,Student_402,18,Female,ENGLISH,A+,P,,23/04/2024
403,Student_403,,Other,Mathematics,B-,N/A,-7,2024-08-11
404,Student_404,,Male,math,B-,Present,N/A,2024-09-10
405,Student_405,N/A,Female,Science,C,present,45.13,2024-03-24
406,Student_406,N/A,FEMALE,science,N/A,Absent,-3,2024-06-04
407,Student_407,10,Male,English,D,absent,-1,2024-06-18
408,Student_408,13,Male,Mathematics,B-,present,47.15,2024-04-18
409,Student_409,17,Other,Science,N/A,absent,35.47,28/07/2024
410,Student_410,,Male,Mathematics,B-,P,2.12,06/02/2024
411,Student_411,N/A,Other,Mathematics,C,A,N/A,2024-12-15
412,Student_412,19,Male,ENGLISH,D,present,N/A,04/03/2024
413,Student_413,,Male,MATH,F,Absent,-6,06/03/2024
414,Student_414,,Female,Mathematics,B-,P,,2024-12-04
415,Student_415,12,female,ENGLISH,D,P,,15/06/2024
416,Student_416,N/A,Female,Science,C,present,37.17,26/11/2024
417,Student_417,N/A,Male,Science,B,Absent,-8,2024-04-02
418,Student_418,,Other,Mathematics,F,,,2024-09-26
419,Student_419,N/A,Other,Mathematics,F,Present,-2,27/07/2024
420,Student_420,,male,HISTORY,N/A,absent,,2024-06-09
421,Student_421,20,male,ENGLISH,C,present,N/A,2024-04-28
422,Student_422,N/A,Male,History,B,Absent,,2024-11-18
423,Student_423,13,female,MATH,A,present,-8,2024-09-10
424,Student_424,N/A,female,science,N/A,,N/A,2024-10-20
425,Student_425,N/A,Female,Mathematics,B-,,-6,invalid
426,Student_426,12,other,Mathematics,N/A,N/A,N/A,25/02/2024
427,Student_427,,Female,SCIENCE,A+,A,,2024-07-01
428,Student_428,N/A,Female,MATH,,A,29.08,2024-12-20
429,Student_429,14,FEMALE,english,,absent,-1,2024-09-23
430,Student_430,N/A,other,science,B-,A,,2024-05-08
431,Student_431,13,female,english,C,Absent,-8,2024-07-16
432,Student_432,11,other,English,F,absent,-10,2024-11-10
433,Student_433,N/A,FEMALE,math,D,A,N/A,2024-06-10
434,Student_434,18,male,HISTORY,A+,absent,69.96,invalid
435,Student_435,16,FEMALE,english,N/A,A,72.52,2024-07-15
436,Student_436,,female,MATH,,N/A,N/A,2024-03-27
437,Student_437,,Other,SCIENCE,A+,P,-7,2024-12-03
438,Student_438,N/A,male,HISTORY,D,N/A,74.8,2024-12-05
439,Student_439,N/A,Male,ENGLISH,F,absent,N/A,2024-01-22
440,Student_440,,FEMALE,math,B-,,32.23,2024-12-12
441,Student_441,,FEMALE,MATH,N/A,absent,,2024-10-07
442,Student_442,N/A,Female,History,A,absent,,2024-06-28
443,Student_443,12,Other,SCIENCE,N/A,,,2024-01-28
444,Student_444,,female,HISTORY,C,N/A,N/A,22/06/2024
445,Student_445,10,Female,science,F,Present,-9,2024-05-12
446,Student_446,14,Female,MATH,C,present,65.82,2024-09-02
447,Student_447,,Male,HISTORY,C,Absent,8.68,2024-10-23
